chunk_id,source,district,market_segment,property_type,year,n_transactions,median_psf,text
ura_d02_apartment_2022,ura_transaction,02,RCR,Apartment,2022,52,2198.5,"URA Private Residential — District 02 | Apartment | RCR | 2022
Transactions: 52
Median transacted price: SGD 1,685,000
Median price per sqft (PSF): SGD 2,198
Median area: 872 sqft
Resale share: 65%
"
ura_d02_apartment_2023,ura_transaction,02,RCR,Apartment,2023,42,2384.0,"URA Private Residential — District 02 | Apartment | RCR | 2023
Transactions: 42
Median transacted price: SGD 1,489,000
Median price per sqft (PSF): SGD 2,384
Median area: 662 sqft
Resale share: 67%
"
ura_d02_apartment_2024,ura_transaction,02,RCR,Apartment,2024,50,2370.0,"URA Private Residential — District 02 | Apartment | RCR | 2024
Transactions: 50
Median transacted price: SGD 1,174,000
Median price per sqft (PSF): SGD 2,370
Median area: 538 sqft
Resale share: 88%
"
ura_d02_apartment_2025,ura_transaction,02,RCR,Apartment,2025,36,2345.0,"URA Private Residential — District 02 | Apartment | RCR | 2025
Transactions: 36
Median transacted price: SGD 1,440,000
Median price per sqft (PSF): SGD 2,345
Median area: 630 sqft
Resale share: 100%
"
ura_d02_apartment_2026,ura_transaction,02,RCR,Apartment,2026,9,2436.0,"URA Private Residential — District 02 | Apartment | RCR | 2026
Transactions: 9
Median transacted price: SGD 1,600,000
Median price per sqft (PSF): SGD 2,436
Median area: 635 sqft
Resale share: 100%
"
ura_d02_condominium_2021,ura_transaction,02,RCR,Condominium,2021,19,2083.0,"URA Private Residential — District 02 | Condominium | RCR | 2021
Transactions: 19
Median transacted price: SGD 1,818,000
Median price per sqft (PSF): SGD 2,083
Median area: 915 sqft
Resale share: 100%
"
ura_d02_condominium_2022,ura_transaction,02,RCR,Condominium,2022,10,2156.0,"URA Private Residential — District 02 | Condominium | RCR | 2022
Transactions: 10
Median transacted price: SGD 1,525,000
Median price per sqft (PSF): SGD 2,156
Median area: 710 sqft
Resale share: 100%
"
ura_d02_condominium_2023,ura_transaction,02,RCR,Condominium,2023,9,2289.0,"URA Private Residential — District 02 | Condominium | RCR | 2023
Transactions: 9
Median transacted price: SGD 1,440,000
Median price per sqft (PSF): SGD 2,289
Median area: 624 sqft
Resale share: 100%
"
ura_d02_condominium_2024,ura_transaction,02,RCR,Condominium,2024,9,2288.0,"URA Private Residential — District 02 | Condominium | RCR | 2024
Transactions: 9
Median transacted price: SGD 1,950,000
Median price per sqft (PSF): SGD 2,288
Median area: 915 sqft
Resale share: 100%
"
ura_d02_condominium_2025,ura_transaction,02,RCR,Condominium,2025,16,2315.0,"URA Private Residential — District 02 | Condominium | RCR | 2025
Transactions: 16
Median transacted price: SGD 1,845,000
Median price per sqft (PSF): SGD 2,315
Median area: 797 sqft
Resale share: 100%
"
ura_d03_apartment_2021,ura_transaction,03,RCR,Apartment,2021,504,2288.5,"URA Private Residential — District 03 | Apartment | RCR | 2021
Transactions: 504
Median transacted price: SGD 1,884,000
Median price per sqft (PSF): SGD 2,288
Median area: 818 sqft
Resale share: 7%
"
ura_d03_apartment_2022,ura_transaction,03,RCR,Apartment,2022,696,2489.0,"URA Private Residential — District 03 | Apartment | RCR | 2022
Transactions: 696
Median transacted price: SGD 2,174,000
Median price per sqft (PSF): SGD 2,489
Median area: 840 sqft
Resale share: 9%
"
ura_d03_apartment_2023,ura_transaction,03,RCR,Apartment,2023,304,2348.5,"URA Private Residential — District 03 | Apartment | RCR | 2023
Transactions: 304
Median transacted price: SGD 1,940,000
Median price per sqft (PSF): SGD 2,348
Median area: 829 sqft
Resale share: 44%
"
ura_d03_apartment_2024,ura_transaction,03,RCR,Apartment,2024,245,2271.0,"URA Private Residential — District 03 | Apartment | RCR | 2024
Transactions: 245
Median transacted price: SGD 1,620,000
Median price per sqft (PSF): SGD 2,271
Median area: 689 sqft
Resale share: 84%
"
ura_d03_apartment_2025,ura_transaction,03,RCR,Apartment,2025,1359,2847.0,"URA Private Residential — District 03 | Apartment | RCR | 2025
Transactions: 1359
Median transacted price: SGD 2,270,000
Median price per sqft (PSF): SGD 2,847
Median area: 818 sqft
Resale share: 20%
"
ura_d03_apartment_2026,ura_transaction,03,RCR,Apartment,2026,102,2374.5,"URA Private Residential — District 03 | Apartment | RCR | 2026
Transactions: 102
Median transacted price: SGD 1,835,000
Median price per sqft (PSF): SGD 2,374
Median area: 721 sqft
Resale share: 74%
"
ura_d03_condominium_2021,ura_transaction,03,RCR,Condominium,2021,300,1829.0,"URA Private Residential — District 03 | Condominium | RCR | 2021
Transactions: 300
Median transacted price: SGD 1,600,000
Median price per sqft (PSF): SGD 1,829
Median area: 915 sqft
Resale share: 86%
"
ura_d03_condominium_2022,ura_transaction,03,RCR,Condominium,2022,413,1951.0,"URA Private Residential — District 03 | Condominium | RCR | 2022
Transactions: 413
Median transacted price: SGD 1,699,000
Median price per sqft (PSF): SGD 1,951
Median area: 861 sqft
Resale share: 85%
"
ura_d03_condominium_2023,ura_transaction,03,RCR,Condominium,2023,436,2120.5,"URA Private Residential — District 03 | Condominium | RCR | 2023
Transactions: 436
Median transacted price: SGD 1,804,000
Median price per sqft (PSF): SGD 2,120
Median area: 829 sqft
Resale share: 73%
"
ura_d03_condominium_2024,ura_transaction,03,RCR,Condominium,2024,407,2150.0,"URA Private Residential — District 03 | Condominium | RCR | 2024
Transactions: 407
Median transacted price: SGD 1,930,000
Median price per sqft (PSF): SGD 2,150
Median area: 861 sqft
Resale share: 82%
"
ura_d03_condominium_2025,ura_transaction,03,RCR,Condominium,2025,727,2732.0,"URA Private Residential — District 03 | Condominium | RCR | 2025
Transactions: 727
Median transacted price: SGD 2,005,700
Median price per sqft (PSF): SGD 2,732
Median area: 797 sqft
Resale share: 47%
"
ura_d03_condominium_2026,ura_transaction,03,RCR,Condominium,2026,106,2307.0,"URA Private Residential — District 03 | Condominium | RCR | 2026
Transactions: 106
Median transacted price: SGD 2,094,150
Median price per sqft (PSF): SGD 2,307
Median area: 861 sqft
Resale share: 63%
"
ura_d04_apartment_2022,ura_transaction,04,RCR,Apartment,2022,4,1652.5,"URA Private Residential — District 04 | Apartment | RCR | 2022
Transactions: 4
Median transacted price: SGD 1,142,500
Median price per sqft (PSF): SGD 1,652
Median area: 694 sqft
Resale share: 100%
"
ura_d04_apartment_2023,ura_transaction,04,RCR,Apartment,2023,8,1706.0,"URA Private Residential — District 04 | Apartment | RCR | 2023
Transactions: 8
Median transacted price: SGD 1,318,750
Median price per sqft (PSF): SGD 1,706
Median area: 764 sqft
Resale share: 100%
"
ura_d04_apartment_2024,ura_transaction,04,RCR,Apartment,2024,6,1799.0,"URA Private Residential — District 04 | Apartment | RCR | 2024
Transactions: 6
Median transacted price: SGD 1,634,000
Median price per sqft (PSF): SGD 1,799
Median area: 893 sqft
Resale share: 100%
"
ura_d04_apartment_2025,ura_transaction,04,RCR,Apartment,2025,6,1869.5,"URA Private Residential — District 04 | Apartment | RCR | 2025
Transactions: 6
Median transacted price: SGD 1,600,000
Median price per sqft (PSF): SGD 1,870
Median area: 856 sqft
Resale share: 100%
"
ura_d04_condominium_2021,ura_transaction,04,CCR,Condominium,2021,90,1567.5,"URA Private Residential — District 04 | Condominium | CCR | 2021
Transactions: 90
Median transacted price: SGD 3,179,075
Median price per sqft (PSF): SGD 1,568
Median area: 2082 sqft
Resale share: 100%
"
ura_d04_condominium_2022,ura_transaction,04,CCR,Condominium,2022,112,1932.5,"URA Private Residential — District 04 | Condominium | CCR | 2022
Transactions: 112
Median transacted price: SGD 4,067,580
Median price per sqft (PSF): SGD 1,932
Median area: 2164 sqft
Resale share: 100%
"
ura_d04_condominium_2023,ura_transaction,04,CCR,Condominium,2023,84,2125.0,"URA Private Residential — District 04 | Condominium | CCR | 2023
Transactions: 84
Median transacted price: SGD 4,609,700
Median price per sqft (PSF): SGD 2,125
Median area: 2508 sqft
Resale share: 100%
"
ura_d04_condominium_2024,ura_transaction,04,CCR,Condominium,2024,132,1790.0,"URA Private Residential — District 04 | Condominium | CCR | 2024
Transactions: 132
Median transacted price: SGD 3,031,500
Median price per sqft (PSF): SGD 1,790
Median area: 1658 sqft
Resale share: 100%
"
ura_d04_condominium_2025,ura_transaction,04,CCR,Condominium,2025,82,1749.5,"URA Private Residential — District 04 | Condominium | CCR | 2025
Transactions: 82
Median transacted price: SGD 3,325,000
Median price per sqft (PSF): SGD 1,750
Median area: 2056 sqft
Resale share: 100%
"
ura_d04_condominium_2026,ura_transaction,04,CCR,Condominium,2026,20,1709.0,"URA Private Residential — District 04 | Condominium | CCR | 2026
Transactions: 20
Median transacted price: SGD 3,069,000
Median price per sqft (PSF): SGD 1,709
Median area: 2024 sqft
Resale share: 100%
"
ura_d04_condominium_2021,ura_transaction,04,RCR,Condominium,2021,232,1626.0,"URA Private Residential — District 04 | Condominium | RCR | 2021
Transactions: 232
Median transacted price: SGD 2,080,000
Median price per sqft (PSF): SGD 1,626
Median area: 1222 sqft
Resale share: 93%
"
ura_d04_condominium_2022,ura_transaction,04,RCR,Condominium,2022,192,1658.0,"URA Private Residential — District 04 | Condominium | RCR | 2022
Transactions: 192
Median transacted price: SGD 2,265,500
Median price per sqft (PSF): SGD 1,658
Median area: 1313 sqft
Resale share: 98%
"
ura_d04_condominium_2023,ura_transaction,04,RCR,Condominium,2023,143,1777.0,"URA Private Residential — District 04 | Condominium | RCR | 2023
Transactions: 143
Median transacted price: SGD 2,270,000
Median price per sqft (PSF): SGD 1,777
Median area: 1259 sqft
Resale share: 99%
"
ura_d04_condominium_2024,ura_transaction,04,RCR,Condominium,2024,194,1756.5,"URA Private Residential — District 04 | Condominium | RCR | 2024
Transactions: 194
Median transacted price: SGD 2,200,000
Median price per sqft (PSF): SGD 1,756
Median area: 1227 sqft
Resale share: 100%
"
ura_d04_condominium_2025,ura_transaction,04,RCR,Condominium,2025,209,1769.0,"URA Private Residential — District 04 | Condominium | RCR | 2025
Transactions: 209
Median transacted price: SGD 2,450,000
Median price per sqft (PSF): SGD 1,769
Median area: 1335 sqft
Resale share: 98%
"
ura_d04_condominium_2026,ura_transaction,04,RCR,Condominium,2026,48,1890.5,"URA Private Residential — District 04 | Condominium | RCR | 2026
Transactions: 48
Median transacted price: SGD 2,456,500
Median price per sqft (PSF): SGD 1,890
Median area: 1302 sqft
Resale share: 98%
"
ura_d05_apartment_2021,ura_transaction,05,OCR,Apartment,2021,710,1688.0,"URA Private Residential — District 05 | Apartment | OCR | 2021
Transactions: 710
Median transacted price: SGD 2,059,000
Median price per sqft (PSF): SGD 1,688
Median area: 1238 sqft
Resale share: 5%
"
ura_d05_apartment_2022,ura_transaction,05,OCR,Apartment,2022,283,1750.0,"URA Private Residential — District 05 | Apartment | OCR | 2022
Transactions: 283
Median transacted price: SGD 2,300,000
Median price per sqft (PSF): SGD 1,750
Median area: 1281 sqft
Resale share: 22%
"
ura_d05_apartment_2023,ura_transaction,05,OCR,Apartment,2023,275,1942.0,"URA Private Residential — District 05 | Apartment | OCR | 2023
Transactions: 275
Median transacted price: SGD 1,500,000
Median price per sqft (PSF): SGD 1,942
Median area: 764 sqft
Resale share: 31%
"
ura_d05_apartment_2024,ura_transaction,05,OCR,Apartment,2024,483,1991.0,"URA Private Residential — District 05 | Apartment | OCR | 2024
Transactions: 483
Median transacted price: SGD 1,500,000
Median price per sqft (PSF): SGD 1,991
Median area: 753 sqft
Resale share: 29%
"
ura_d05_apartment_2025,ura_transaction,05,OCR,Apartment,2025,1006,2160.5,"URA Private Residential — District 05 | Apartment | OCR | 2025
Transactions: 1006
Median transacted price: SGD 1,764,000
Median price per sqft (PSF): SGD 2,160
Median area: 807 sqft
Resale share: 30%
"
ura_d05_apartment_2026,ura_transaction,05,OCR,Apartment,2026,106,2207.5,"URA Private Residential — District 05 | Apartment | OCR | 2026
Transactions: 106
Median transacted price: SGD 2,300,000
Median price per sqft (PSF): SGD 2,208
Median area: 1125 sqft
Resale share: 65%
"
ura_d05_apartment_2021,ura_transaction,05,RCR,Apartment,2021,934,1830.0,"URA Private Residential — District 05 | Apartment | RCR | 2021
Transactions: 934
Median transacted price: SGD 1,549,500
Median price per sqft (PSF): SGD 1,830
Median area: 845 sqft
Resale share: 9%
"
ura_d05_apartment_2022,ura_transaction,05,RCR,Apartment,2022,498,1856.0,"URA Private Residential — District 05 | Apartment | RCR | 2022
Transactions: 498
Median transacted price: SGD 1,790,000
Median price per sqft (PSF): SGD 1,856
Median area: 969 sqft
Resale share: 17%
"
ura_d05_apartment_2023,ura_transaction,05,RCR,Apartment,2023,352,2372.0,"URA Private Residential — District 05 | Apartment | RCR | 2023
Transactions: 352
Median transacted price: SGD 1,805,000
Median price per sqft (PSF): SGD 2,372
Median area: 834 sqft
Resale share: 21%
"
ura_d05_apartment_2024,ura_transaction,05,RCR,Apartment,2024,280,2094.5,"URA Private Residential — District 05 | Apartment | RCR | 2024
Transactions: 280
Median transacted price: SGD 1,885,944
Median price per sqft (PSF): SGD 2,094
Median area: 915 sqft
Resale share: 33%
"
ura_d05_apartment_2025,ura_transaction,05,RCR,Apartment,2025,924,2417.0,"URA Private Residential — District 05 | Apartment | RCR | 2025
Transactions: 924
Median transacted price: SGD 1,897,888
Median price per sqft (PSF): SGD 2,417
Median area: 850 sqft
Resale share: 14%
"
ura_d05_apartment_2026,ura_transaction,05,RCR,Apartment,2026,120,2138.5,"URA Private Residential — District 05 | Apartment | RCR | 2026
Transactions: 120
Median transacted price: SGD 2,130,000
Median price per sqft (PSF): SGD 2,138
Median area: 969 sqft
Resale share: 44%
"
ura_d05_condominium_2021,ura_transaction,05,OCR,Condominium,2021,266,1393.5,"URA Private Residential — District 05 | Condominium | OCR | 2021
Transactions: 266
Median transacted price: SGD 1,439,000
Median price per sqft (PSF): SGD 1,394
Median area: 1055 sqft
Resale share: 100%
"
ura_d05_condominium_2022,ura_transaction,05,OCR,Condominium,2022,311,1469.0,"URA Private Residential — District 05 | Condominium | OCR | 2022
Transactions: 311
Median transacted price: SGD 1,428,000
Median price per sqft (PSF): SGD 1,469
Median area: 990 sqft
Resale share: 100%
"
ura_d05_condominium_2023,ura_transaction,05,OCR,Condominium,2023,242,1583.5,"URA Private Residential — District 05 | Condominium | OCR | 2023
Transactions: 242
Median transacted price: SGD 1,490,000
Median price per sqft (PSF): SGD 1,584
Median area: 1022 sqft
Resale share: 100%
"
ura_d05_condominium_2024,ura_transaction,05,OCR,Condominium,2024,276,1623.5,"URA Private Residential — District 05 | Condominium | OCR | 2024
Transactions: 276
Median transacted price: SGD 1,639,444
Median price per sqft (PSF): SGD 1,624
Median area: 1124 sqft
Resale share: 100%
"
ura_d05_condominium_2025,ura_transaction,05,OCR,Condominium,2025,273,1672.0,"URA Private Residential — District 05 | Condominium | OCR | 2025
Transactions: 273
Median transacted price: SGD 1,620,000
Median price per sqft (PSF): SGD 1,672
Median area: 1055 sqft
Resale share: 100%
"
ura_d05_condominium_2026,ura_transaction,05,OCR,Condominium,2026,76,1734.5,"URA Private Residential — District 05 | Condominium | OCR | 2026
Transactions: 76
Median transacted price: SGD 1,870,000
Median price per sqft (PSF): SGD 1,734
Median area: 1174 sqft
Resale share: 100%
"
ura_d05_condominium_2021,ura_transaction,05,RCR,Condominium,2021,103,1264.0,"URA Private Residential — District 05 | Condominium | RCR | 2021
Transactions: 103
Median transacted price: SGD 1,468,000
Median price per sqft (PSF): SGD 1,264
Median area: 1163 sqft
Resale share: 100%
"
ura_d05_condominium_2022,ura_transaction,05,RCR,Condominium,2022,96,1343.5,"URA Private Residential — District 05 | Condominium | RCR | 2022
Transactions: 96
Median transacted price: SGD 1,510,000
Median price per sqft (PSF): SGD 1,344
Median area: 1163 sqft
Resale share: 100%
"
ura_d05_condominium_2023,ura_transaction,05,RCR,Condominium,2023,80,1501.0,"URA Private Residential — District 05 | Condominium | RCR | 2023
Transactions: 80
Median transacted price: SGD 1,790,000
Median price per sqft (PSF): SGD 1,501
Median area: 1195 sqft
Resale share: 100%
"
ura_d05_condominium_2024,ura_transaction,05,RCR,Condominium,2024,95,1589.0,"URA Private Residential — District 05 | Condominium | RCR | 2024
Transactions: 95
Median transacted price: SGD 1,920,000
Median price per sqft (PSF): SGD 1,589
Median area: 1206 sqft
Resale share: 100%
"
ura_d05_condominium_2025,ura_transaction,05,RCR,Condominium,2025,83,1540.0,"URA Private Residential — District 05 | Condominium | RCR | 2025
Transactions: 83
Median transacted price: SGD 1,800,000
Median price per sqft (PSF): SGD 1,540
Median area: 1109 sqft
Resale share: 100%
"
ura_d05_condominium_2026,ura_transaction,05,RCR,Condominium,2026,26,1503.5,"URA Private Residential — District 05 | Condominium | RCR | 2026
Transactions: 26
Median transacted price: SGD 1,825,000
Median price per sqft (PSF): SGD 1,504
Median area: 1158 sqft
Resale share: 100%
"
ura_d06_apartment_2021,ura_transaction,06,CCR,Apartment,2021,4,3075.0,"URA Private Residential — District 06 | Apartment | CCR | 2021
Transactions: 4
Median transacted price: SGD 9,896,888
Median price per sqft (PSF): SGD 3,075
Median area: 3218 sqft
Resale share: 100%
"
ura_d06_apartment_2021,ura_transaction,06,RCR,Apartment,2021,508,2865.0,"URA Private Residential — District 06 | Apartment | RCR | 2021
Transactions: 508
Median transacted price: SGD 1,586,500
Median price per sqft (PSF): SGD 2,865
Median area: 549 sqft
Resale share: 0%
"
ura_d06_apartment_2022,ura_transaction,06,RCR,Apartment,2022,67,2859.0,"URA Private Residential — District 06 | Apartment | RCR | 2022
Transactions: 67
Median transacted price: SGD 2,825,000
Median price per sqft (PSF): SGD 2,859
Median area: 893 sqft
Resale share: 0%
"
ura_d06_apartment_2023,ura_transaction,06,RCR,Apartment,2023,5,3102.0,"URA Private Residential — District 06 | Apartment | RCR | 2023
Transactions: 5
Median transacted price: SGD 8,648,000
Median price per sqft (PSF): SGD 3,102
Median area: 2788 sqft
Resale share: 0%
"
ura_d06_apartment_2024,ura_transaction,06,RCR,Apartment,2024,12,2873.5,"URA Private Residential — District 06 | Apartment | RCR | 2024
Transactions: 12
Median transacted price: SGD 3,770,000
Median price per sqft (PSF): SGD 2,874
Median area: 1286 sqft
Resale share: 0%
"
ura_d06_apartment_2025,ura_transaction,06,RCR,Apartment,2025,24,2904.5,"URA Private Residential — District 06 | Apartment | RCR | 2025
Transactions: 24
Median transacted price: SGD 5,668,500
Median price per sqft (PSF): SGD 2,904
Median area: 1959 sqft
Resale share: 0%
"
ura_d07_apartment_2021,ura_transaction,07,CCR,Apartment,2021,108,2570.0,"URA Private Residential — District 07 | Apartment | CCR | 2021
Transactions: 108
Median transacted price: SGD 2,026,344
Median price per sqft (PSF): SGD 2,570
Median area: 840 sqft
Resale share: 36%
"
ura_d07_apartment_2022,ura_transaction,07,CCR,Apartment,2022,143,2738.0,"URA Private Residential — District 07 | Apartment | CCR | 2022
Transactions: 143
Median transacted price: SGD 2,274,000
Median price per sqft (PSF): SGD 2,738
Median area: 904 sqft
Resale share: 24%
"
ura_d07_apartment_2023,ura_transaction,07,CCR,Apartment,2023,180,2896.5,"URA Private Residential — District 07 | Apartment | CCR | 2023
Transactions: 180
Median transacted price: SGD 2,388,395
Median price per sqft (PSF): SGD 2,896
Median area: 904 sqft
Resale share: 23%
"
ura_d07_apartment_2024,ura_transaction,07,CCR,Apartment,2024,93,2244.0,"URA Private Residential — District 07 | Apartment | CCR | 2024
Transactions: 93
Median transacted price: SGD 1,800,000
Median price per sqft (PSF): SGD 2,244
Median area: 818 sqft
Resale share: 63%
"
ura_d07_apartment_2025,ura_transaction,07,CCR,Apartment,2025,118,2786.0,"URA Private Residential — District 07 | Apartment | CCR | 2025
Transactions: 118
Median transacted price: SGD 2,049,802
Median price per sqft (PSF): SGD 2,786
Median area: 743 sqft
Resale share: 45%
"
ura_d07_apartment_2026,ura_transaction,07,CCR,Apartment,2026,50,2716.0,"URA Private Residential — District 07 | Apartment | CCR | 2026
Transactions: 50
Median transacted price: SGD 2,097,785
Median price per sqft (PSF): SGD 2,716
Median area: 786 sqft
Resale share: 46%
"
ura_d07_apartment_2021,ura_transaction,07,RCR,Apartment,2021,36,1620.0,"URA Private Residential — District 07 | Apartment | RCR | 2021
Transactions: 36
Median transacted price: SGD 1,244,000
Median price per sqft (PSF): SGD 1,620
Median area: 894 sqft
Resale share: 100%
"
ura_d07_apartment_2022,ura_transaction,07,RCR,Apartment,2022,39,1775.0,"URA Private Residential — District 07 | Apartment | RCR | 2022
Transactions: 39
Median transacted price: SGD 1,380,000
Median price per sqft (PSF): SGD 1,775
Median area: 883 sqft
Resale share: 100%
"
ura_d07_apartment_2023,ura_transaction,07,RCR,Apartment,2023,88,1610.5,"URA Private Residential — District 07 | Apartment | RCR | 2023
Transactions: 88
Median transacted price: SGD 1,476,215
Median price per sqft (PSF): SGD 1,610
Median area: 958 sqft
Resale share: 100%
"
ura_d07_apartment_2024,ura_transaction,07,RCR,Apartment,2024,53,1879.0,"URA Private Residential — District 07 | Apartment | RCR | 2024
Transactions: 53
Median transacted price: SGD 1,450,000
Median price per sqft (PSF): SGD 1,879
Median area: 840 sqft
Resale share: 100%
"
ura_d07_apartment_2025,ura_transaction,07,RCR,Apartment,2025,49,1922.0,"URA Private Residential — District 07 | Apartment | RCR | 2025
Transactions: 49
Median transacted price: SGD 1,525,000
Median price per sqft (PSF): SGD 1,922
Median area: 807 sqft
Resale share: 100%
"
ura_d07_apartment_2026,ura_transaction,07,RCR,Apartment,2026,13,1996.0,"URA Private Residential — District 07 | Apartment | RCR | 2026
Transactions: 13
Median transacted price: SGD 1,538,000
Median price per sqft (PSF): SGD 1,996
Median area: 904 sqft
Resale share: 100%
"
ura_d08_apartment_2021,ura_transaction,08,RCR,Apartment,2021,114,1486.0,"URA Private Residential — District 08 | Apartment | RCR | 2021
Transactions: 114
Median transacted price: SGD 1,189,000
Median price per sqft (PSF): SGD 1,486
Median area: 861 sqft
Resale share: 74%
"
ura_d08_apartment_2022,ura_transaction,08,RCR,Apartment,2022,465,2113.0,"URA Private Residential — District 08 | Apartment | RCR | 2022
Transactions: 465
Median transacted price: SGD 1,502,000
Median price per sqft (PSF): SGD 2,113
Median area: 710 sqft
Resale share: 22%
"
ura_d08_apartment_2023,ura_transaction,08,RCR,Apartment,2023,158,1759.0,"URA Private Residential — District 08 | Apartment | RCR | 2023
Transactions: 158
Median transacted price: SGD 1,485,000
Median price per sqft (PSF): SGD 1,759
Median area: 1119 sqft
Resale share: 58%
"
ura_d08_apartment_2024,ura_transaction,08,RCR,Apartment,2024,83,1549.0,"URA Private Residential — District 08 | Apartment | RCR | 2024
Transactions: 83
Median transacted price: SGD 1,250,000
Median price per sqft (PSF): SGD 1,549
Median area: 743 sqft
Resale share: 100%
"
ura_d08_apartment_2025,ura_transaction,08,RCR,Apartment,2025,98,1661.5,"URA Private Residential — District 08 | Apartment | RCR | 2025
Transactions: 98
Median transacted price: SGD 1,242,500
Median price per sqft (PSF): SGD 1,662
Median area: 775 sqft
Resale share: 94%
"
ura_d08_apartment_2026,ura_transaction,08,RCR,Apartment,2026,41,1905.0,"URA Private Residential — District 08 | Apartment | RCR | 2026
Transactions: 41
Median transacted price: SGD 1,400,000
Median price per sqft (PSF): SGD 1,905
Median area: 732 sqft
Resale share: 76%
"
ura_d08_condominium_2021,ura_transaction,08,RCR,Condominium,2021,113,1623.0,"URA Private Residential — District 08 | Condominium | RCR | 2021
Transactions: 113
Median transacted price: SGD 1,510,000
Median price per sqft (PSF): SGD 1,623
Median area: 990 sqft
Resale share: 85%
"
ura_d08_condominium_2022,ura_transaction,08,RCR,Condominium,2022,96,1709.0,"URA Private Residential — District 08 | Condominium | RCR | 2022
Transactions: 96
Median transacted price: SGD 1,603,864
Median price per sqft (PSF): SGD 1,709
Median area: 990 sqft
Resale share: 98%
"
ura_d08_condominium_2023,ura_transaction,08,RCR,Condominium,2023,88,1864.5,"URA Private Residential — District 08 | Condominium | RCR | 2023
Transactions: 88
Median transacted price: SGD 1,690,000
Median price per sqft (PSF): SGD 1,864
Median area: 968 sqft
Resale share: 100%
"
ura_d08_condominium_2024,ura_transaction,08,RCR,Condominium,2024,88,1935.0,"URA Private Residential — District 08 | Condominium | RCR | 2024
Transactions: 88
Median transacted price: SGD 1,780,000
Median price per sqft (PSF): SGD 1,935
Median area: 969 sqft
Resale share: 100%
"
ura_d08_condominium_2025,ura_transaction,08,RCR,Condominium,2025,90,2001.0,"URA Private Residential — District 08 | Condominium | RCR | 2025
Transactions: 90
Median transacted price: SGD 1,900,000
Median price per sqft (PSF): SGD 2,001
Median area: 1012 sqft
Resale share: 100%
"
ura_d08_condominium_2026,ura_transaction,08,RCR,Condominium,2026,20,1763.5,"URA Private Residential — District 08 | Condominium | RCR | 2026
Transactions: 20
Median transacted price: SGD 1,907,500
Median price per sqft (PSF): SGD 1,764
Median area: 1017 sqft
Resale share: 100%
"
ura_d09_apartment_2021,ura_transaction,09,CCR,Apartment,2021,507,2304.0,"URA Private Residential — District 09 | Apartment | CCR | 2021
Transactions: 507
Median transacted price: SGD 1,980,000
Median price per sqft (PSF): SGD 2,304
Median area: 915 sqft
Resale share: 62%
"
ura_d09_apartment_2022,ura_transaction,09,CCR,Apartment,2022,614,2409.0,"URA Private Residential — District 09 | Apartment | CCR | 2022
Transactions: 614
Median transacted price: SGD 2,179,500
Median price per sqft (PSF): SGD 2,409
Median area: 947 sqft
Resale share: 56%
"
ura_d09_apartment_2023,ura_transaction,09,CCR,Apartment,2023,564,2630.0,"URA Private Residential — District 09 | Apartment | CCR | 2023
Transactions: 564
Median transacted price: SGD 2,388,435
Median price per sqft (PSF): SGD 2,630
Median area: 936 sqft
Resale share: 45%
"
ura_d09_apartment_2024,ura_transaction,09,CCR,Apartment,2024,474,2360.0,"URA Private Residential — District 09 | Apartment | CCR | 2024
Transactions: 474
Median transacted price: SGD 2,128,000
Median price per sqft (PSF): SGD 2,360
Median area: 904 sqft
Resale share: 68%
"
ura_d09_apartment_2025,ura_transaction,09,CCR,Apartment,2025,1183,3001.0,"URA Private Residential — District 09 | Apartment | CCR | 2025
Transactions: 1183
Median transacted price: SGD 2,050,000
Median price per sqft (PSF): SGD 3,001
Median area: 689 sqft
Resale share: 32%
"
ura_d09_apartment_2026,ura_transaction,09,CCR,Apartment,2026,542,3166.0,"URA Private Residential — District 09 | Apartment | CCR | 2026
Transactions: 542
Median transacted price: SGD 2,516,000
Median price per sqft (PSF): SGD 3,166
Median area: 829 sqft
Resale share: 17%
"
ura_d09_condominium_2021,ura_transaction,09,CCR,Condominium,2021,440,2562.5,"URA Private Residential — District 09 | Condominium | CCR | 2021
Transactions: 440
Median transacted price: SGD 3,433,444
Median price per sqft (PSF): SGD 2,562
Median area: 1399 sqft
Resale share: 62%
"
ura_d09_condominium_2022,ura_transaction,09,CCR,Condominium,2022,509,2645.0,"URA Private Residential — District 09 | Condominium | CCR | 2022
Transactions: 509
Median transacted price: SGD 2,718,000
Median price per sqft (PSF): SGD 2,645
Median area: 1119 sqft
Resale share: 49%
"
ura_d09_condominium_2023,ura_transaction,09,CCR,Condominium,2023,281,2465.0,"URA Private Residential — District 09 | Condominium | CCR | 2023
Transactions: 281
Median transacted price: SGD 2,460,000
Median price per sqft (PSF): SGD 2,465
Median area: 1033 sqft
Resale share: 74%
"
ura_d09_condominium_2024,ura_transaction,09,CCR,Condominium,2024,288,2304.5,"URA Private Residential — District 09 | Condominium | CCR | 2024
Transactions: 288
Median transacted price: SGD 3,121,950
Median price per sqft (PSF): SGD 2,304
Median area: 1345 sqft
Resale share: 99%
"
ura_d09_condominium_2025,ura_transaction,09,CCR,Condominium,2025,366,2359.0,"URA Private Residential — District 09 | Condominium | CCR | 2025
Transactions: 366
Median transacted price: SGD 3,210,000
Median price per sqft (PSF): SGD 2,359
Median area: 1324 sqft
Resale share: 96%
"
